adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
int_As:17046	6.94011911299379	5.09025876347858	int	rnd-5_family-115-1	N0.HOG0000047_OG0000033_n0	C	As	321	LTR/Gypsy	26.8	21.6203087632205	15.8575039360704	non-autonomous	ancylostoma_ceylanicum	-1.52988885521311
int_As:17050	14.5930252827935	8.63995976559589	int	rnd-5_family-115-1	N0.HOG0000047_OG0000033_n0	C	As	1593	LTR/Gypsy	32	9.16071894713966	5.42370355655737	non-autonomous	ancylostoma_ceylanicum	-3.07770432314416
Undetermined_As:17052	78.5160856587038	48.1000700632972	Undetermined	rnd-5_family-111-1	N0.HOG0000047_OG0000033_n0	C	As	2133	LTR/Gypsy	31.8	36.8101667410707	22.5504313470685	non-autonomous	ancylostoma_ceylanicum	-1.02189952571249
int_As:17054	59.8761924246817	33.6118982574319	int	rnd-5_family-111-1	N0.HOG0000047_OG0000033_n0	C	As	1431	LTR/Gypsy	30.9	41.8422029522584	23.4883985027477	non-autonomous	ancylostoma_ceylanicum	-0.963106205304329
Undetermined_As:17056	3.11213521703971	2.46325290043187	Undetermined	rnd-4_family-1307	no_RT	Other	As	311	LTR/Gypsy	27.4	10.0068656496454	7.92042733257835	non-autonomous	ancylostoma_ceylanicum	-2.53140437991852
Undetermined_As:17062	0.717847393129592	2.77645058183237	Undetermined	rnd-5_family-140-1	N0.HOG0000016_OG0000008_n0	HC	As	106	LTR/Pao	11.4	6.7721452182037	26.1929300172865	non-autonomous	ancylostoma_ceylanicum	-0.805877102706124
int_As:17071	1.43406198658301	3.40069350493432	int	rnd-1_family-215	no_RT	Other	As	239	LTR/Pao	20.9	6.00025935808791	14.22884311688	non-autonomous	ancylostoma_ceylanicum	-1.68623618788296
LTR_As:17072	22.2478808111643	15.8542612507683	LTR	rnd-1_family-215	no_RT	Other	As	286	LTR/Pao	16	77.7897930460291	55.4344798977913	non-autonomous	ancylostoma_ceylanicum	0.275729047220215
Undetermined_As:17076	54.5617728899263	101.852323358776	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	80	LTR/Gypsy	7.5	682.022161124079	1273.15404198469	non-autonomous	ancylostoma_ceylanicum	4.7972086192522
Undetermined_As:17080	1093.7353739339	1058.37351296726	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	984	LTR/Gypsy	7.7	1111.51968895721	1075.58283838136	non-autonomous	ancylostoma_ceylanicum	4.55392027566844
Undetermined_As:17081	250.461348914323	360.604848261087	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	437	LTR/Gypsy	9.3	573.138098202112	825.182719132923	non-autonomous	ancylostoma_ceylanicum	4.17158714821738
Undetermined_As:17082	165.404242528324	193.106733709049	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	178	LTR/Gypsy	7.9	929.237317574851	1084.86929050028	non-autonomous	ancylostoma_ceylanicum	4.56632286561943
LTR_As:17090	10.5342722024721	21.5470501585592	LTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	386	LTR/Gypsy	6.3	27.290860628166	55.8213734677698	non-autonomous	ancylostoma_ceylanicum	0.285763066427094
int_As:17093	441.907644007929	447.118517229934	int	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	4461	LTR/Gypsy	5.7	99.060220580123	100.228315900008	non-autonomous	ancylostoma_ceylanicum	1.13016368703437
LTR_As:17094	79.0678484070644	90.9195531849821	LTR	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	395	LTR/Gypsy	8	200.17176811915	230.176084012613	non-autonomous	ancylostoma_ceylanicum	2.32961148030834
int_As:17116	900.25203134607	894.899777781557	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	4514	LTR/Pao	2.6	199.435540838739	198.249840004776	non-autonomous	ancylostoma_ceylanicum	2.11419324102436
int_As:17118	17.95684602051	31.2562852612543	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	309	LTR/Pao	1	58.1127702929126	101.153026735451	non-autonomous	ancylostoma_ceylanicum	1.14341302876121
int_As:17121	65.1515847751049	77.7670059720722	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	834	LTR/Pao	1.4	78.1194062051618	93.2458105180722	non-autonomous	ancylostoma_ceylanicum	1.02598435186308
int_As:17122	135.01651349493	259.853729169539	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	965	LTR/Pao	4.2	139.913485486974	269.278475823356	non-autonomous	ancylostoma_ceylanicum	2.55597245523057
int_As:17125	14.1204988242817	7.09350590654608	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	400	LTR/Pao	1.1	35.3012470607043	17.7337647663652	non-autonomous	ancylostoma_ceylanicum	-1.36855571167695
int_As:17126	116.260623808141	149.117401208049	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	1363	LTR/Pao	1.3	85.2975963375945	109.403816000036	non-autonomous	ancylostoma_ceylanicum	1.25653659954918
LTR_As:17128	4.7972307039925	13.270890041803	LTR	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	192	LTR/Pao	0	24.9855765832943	69.1192189677238	non-autonomous	ancylostoma_ceylanicum	0.594032359967992
int_As:17131	1.91731776835257	0.461852101653323	int	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	255	LTR/Gypsy	31.1	7.51889320922576	1.81118471236597	non-autonomous	ancylostoma_ceylanicum	-4.66004896436596
int_As:17132	2.86979617596425	1.69645706149404	int	rnd-5_family-5134	N0.HOG0000009_OG0000005_n23	HC	As	319	LTR/Gypsy	30.3	8.99622625694124	5.31804721471486	non-autonomous	ancylostoma_ceylanicum	-3.10608606457469
Undetermined_As:17142	62.529403622218	126.544303205856	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	616	LTR/Gypsy	1	101.50877211399	205.429063645871	non-autonomous	ancylostoma_ceylanicum	2.16551384477835
LTR_As:17150	34.7214502871805	60.5634777466245	LTR	rnd-5_family-105-1	no_RT	Other	As	425	LTR/Pao	0	81.6975300874836	142.502300580293	non-autonomous	ancylostoma_ceylanicum	1.63785874997339
int_As:17151	6042.5141809302	6710.09620106619	int	rnd-5_family-105-1	no_RT	Other	As	5855	LTR/Pao	0	1032.02633320755	1146.04546559628	non-autonomous	ancylostoma_ceylanicum	4.64546591371791
LTR_As:17152	22.9784961957598	40.3501524720141	LTR	rnd-5_family-105-1	no_RT	Other	As	425	LTR/Pao	0	54.0670498723761	94.9415352282684	non-autonomous	ancylostoma_ceylanicum	1.05198482321156
Undetermined_As:17156	40.6874267303144	32.2194465141261	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	557	LTR/Gypsy	31.8	73.0474447581945	57.8446077452892	non-autonomous	ancylostoma_ceylanicum	0.337127922576031
Undetermined_As:17158	1.67350556137906	3.23834363229084	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	1274	LTR/Pao	11.5	1.31358364315468	2.54187098295985	non-autonomous	ancylostoma_ceylanicum	-4.17109184464054
LTR_As:17161	66.9905704413196	61.4274541942659	LTR	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	348	LTR/Pao	7.2	192.501639199194	176.515672972028	non-autonomous	ancylostoma_ceylanicum	1.94666982666989
int_As:17162	55.5235703423305	78.7304290077967	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	306	LTR/Pao	10.5	181.449576282126	257.28898368561	non-autonomous	ancylostoma_ceylanicum	2.49026322608256
int_As:17168	41.6448741281074	42.649000065289	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	413	LTR/DIRS	29.3	100.83504631503	103.26634398375	non-autonomous	ancylostoma_ceylanicum	1.17324367473723
int_As:17170	13.6508163755581	22.361631687816	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	618	LTR/DIRS	32.3	22.0886996368255	36.1838700450098	non-autonomous	ancylostoma_ceylanicum	-0.339707835855225
int_As:17172	14.8556698810294	14.5189932930937	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	958	LTR/DIRS	33.9	15.5069622975255	15.1555253581354	non-autonomous	ancylostoma_ceylanicum	-1.59521069224578
int_As:17178	633.798373850214	747.972111098396	int	rnd-5_family-113-1	N0.HOG0000010_OG0000006_n0	HC	As	1061	LTR/Pao	33.1	597.359447549684	704.969001977754	non-autonomous	ancylostoma_ceylanicum	3.94443336191466
int_As:17183	0.23927832473387	0.308191329687915	int	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	472	LTR/Pao	7	0.506945603249725	0.65294773238965	non-autonomous	ancylostoma_ceylanicum	-6.13194323471102
LTR_As:17184	4.30509917940357	7.70318152493263	LTR	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	218	LTR/Pao	4.6	19.7481613734109	35.3356950684983	non-autonomous	ancylostoma_ceylanicum	-0.37392826776153
LTR_As:17192	43.3476504186601	43.9184608591086	LTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	0.6	247.700859535201	250.962633480621	non-autonomous	ancylostoma_ceylanicum	2.45434611272316
int_As:17193	2731.1722096691	2050.39220591224	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	4259	LTR/Gypsy	0.1	641.270770056139	481.42573512849	non-autonomous	ancylostoma_ceylanicum	3.39418680408781
LTR_As:17194	5.74824596289864	7.68926997338861	LTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	0.6	32.8471197879922	43.9386855622206	non-autonomous	ancylostoma_ceylanicum	-0.0595628436919533
Undetermined_As:17212	18.6496463328029	23.6013972279178	Undetermined	rnd-5_family-206-1	N0.HOG0000003_OG0000003_n0	C	As	547	LTR/Gypsy	33.1	34.0944174274276	43.1469784788259	non-autonomous	ancylostoma_ceylanicum	-0.0857950224106441
Undetermined_As:17218	677.055425432038	604.845419043185	Undetermined	rnd-5_family-209-1	N0.HOG0000003_OG0000003_n0	C	As	2555	LTR/Gypsy	33.4	264.992338720954	236.730105300659	non-autonomous	ancylostoma_ceylanicum	2.37011672670319
int_As:17224	195.498339595017	275.739457287942	int	rnd-5_family-36-1	N0.HOG0000095_OG0000081_n0	LC	As	594	LTR/Pao	32.6	329.121783829995	464.207840552091	non-autonomous	ancylostoma_ceylanicum	3.34164442966609
int_As:17234	3.34953361043593	6.79175304731841	int	rnd-5_family-96-1	N0.HOG0000003_OG0000003_n0	C	As	1569	LTR/Gypsy	6.2	2.13482065674693	4.32871449797222	non-autonomous	ancylostoma_ceylanicum	-3.40304400018748
int_As:17236	865.062500175276	630.335610904646	int	rnd-5_family-48-1	N0.HOG0000016_OG0000008_n0	HC	As	971	LTR/Pao	35.4	890.898558367946	649.161288264311	non-autonomous	ancylostoma_ceylanicum	3.82545050895447
int_As:17238	248.916383685681	216.991374425318	int	rnd-5_family-192-1	N0.HOG0000027_OG0000016_n0	C	As	467	LTR/Pao	36.8	533.011528234863	464.649624037084	non-autonomous	ancylostoma_ceylanicum	3.34301677992499
int_As:17240	1113.19259169504	1169.28190289025	int	rnd-5_family-48-1	N0.HOG0000016_OG0000008_n0	HC	As	986	LTR/Pao	32.3	1128.99857169883	1185.88428285015	non-autonomous	ancylostoma_ceylanicum	4.69476487461199
int_As:17243	1.43539452543416	0.308191329687915	int	rnd-5_family-1656	N0.HOG0000010_OG0000006_n0	HC	As	214	LTR/Pao	2.3	6.70745105343065	1.44014640041082	non-autonomous	ancylostoma_ceylanicum	-4.99076717175032
int_As:17244	5518.68135667266	4260.11149884851	int	rnd-5_family-1656	N0.HOG0000010_OG0000006_n0	HC	As	8999	LTR/Pao	1.5	613.254956847723	473.398321907824	non-autonomous	ancylostoma_ceylanicum	3.36992813145215
LTR_As:17252	3.11339096634642	4.30637596672959	LTR	rnd-1_family-215	no_RT	Other	As	151	LTR/Pao	8.6	20.6184832208372	28.5190461372821	non-autonomous	ancylostoma_ceylanicum	-0.68312882601577
int_As:17257	17.9601839033151	18.3194259586855	int	rnd-4_family-407	no_RT	Other	As	261	LTR/Gypsy	1.5	68.812965146801	70.1893714892166	non-autonomous	ancylostoma_ceylanicum	0.616198029738186
LTR_As:17258	0.957370079043733	0.925678933046062	LTR	rnd-4_family-407	no_RT	Other	As	168	LTR/Gypsy	3	5.69863142287936	5.5099936490837	non-autonomous	ancylostoma_ceylanicum	-3.05493199444833
int_As:17260	5.98671655484823	3.08904845885619	int	rnd-5_family-196-1	no_RT	Other	As	1419	LTR/Gypsy	5.1	4.21896867853998	2.17691928037786	non-autonomous	ancylostoma_ceylanicum	-4.39469473662306
int_As:17262	2713.81312843917	1887.62205151946	int	rnd-5_family-36-1	N0.HOG0000095_OG0000081_n0	LC	As	2918	LTR/Pao	33.3	930.025061151191	646.888982700295	non-autonomous	ancylostoma_ceylanicum	3.82039168152928
LTR_As:17274	83.7867846652824	63.1930530720196	LTR	rnd-4_family-3545	N0.HOG0000003_OG0000003_n0	C	As	377	LTR/Gypsy	16.7	222.24611317051	167.62083042976	non-autonomous	ancylostoma_ceylanicum	1.87207498492388
int_As:17276	170.67517212029	159.886430634796	int	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	501	LTR/Pao	25.4	340.669006228124	319.134592085422	non-autonomous	ancylostoma_ceylanicum	2.80103853512727
LTR_As:17280	3.59230637153197	11.085361615723	LTR	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	79	LTR/Pao	7.6	45.4722325510376	140.321033110418	non-autonomous	ancylostoma_ceylanicum	1.61560481414871
int_As:17281	77.3488383773651	97.8755030787362	int	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	511	LTR/Pao	11.6	151.36758977958	191.53718802101	non-autonomous	ancylostoma_ceylanicum	2.06449806609732
LTR_As:17282	16.9698503618641	16.5009428488761	LTR	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	231	LTR/Pao	13	73.4625556790653	71.4326530254375	non-autonomous	ancylostoma_ceylanicum	0.641529148873142
Undetermined_As:17286	10.7695985984527	10.6139222940526	Undetermined	rnd-4_family-4401	no_RT	Other	As	407	LTR/Pao	10	26.4609302173286	26.0784331549204	non-autonomous	ancylostoma_ceylanicum	-0.812197363349544
int_As:17290	749.430393019844	498.242900460827	int	rnd-5_family-36-1	N0.HOG0000095_OG0000081_n0	LC	As	660	LTR/Pao	34.6	1135.50059548461	754.913485546707	non-autonomous	ancylostoma_ceylanicum	4.04318485784999
Undetermined_As:17304	14.6239413741673	14.1784925990196	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	693	LTR/Gypsy	12	21.1023685052919	20.4595852799705	non-autonomous	ancylostoma_ceylanicum	-1.16227765383004
LTR_As:17307	36.0890164694442	46.1362809222184	LTR	rnd-1_family-215	no_RT	Other	As	280	LTR/Pao	18.9	128.889344533729	164.772431865066	non-autonomous	ancylostoma_ceylanicum	1.84734842428924
int_As:17308	26.7932615912448	74.0528735940175	int	rnd-1_family-215	no_RT	Other	As	191	LTR/Pao	18.9	140.278856498664	387.71138007339	non-autonomous	ancylostoma_ceylanicum	3.08185662098479
Undetermined_As:17310	7.18055257361977	1.69195560011191	Undetermined	rnd-5_family-92-1	N0.HOG0000032_OG0000021_n0	C	As	1171	LTR/Pao	23.6	6.13198341043533	1.44488095654305	non-autonomous	ancylostoma_ceylanicum	-4.9860320161074
Undetermined_As:17320	1.43606160276757	2.77385585277887	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	1154	LTR/Pao	8.5	1.24442079962528	2.40368791401982	non-autonomous	ancylostoma_ceylanicum	-4.2517330563689
int_As:17324	4.30827335445776	4.62498441005486	int	rnd-5_family-196-1	no_RT	Other	As	640	LTR/Gypsy	14.4	6.73167711634025	7.22653814071071	non-autonomous	ancylostoma_ceylanicum	-2.66367795800931
Undetermined_As:17327	6.46557220084016	10.8038242337778	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	115	LTR/Gypsy	6.1	56.2223669638275	93.9462976850243	non-autonomous	ancylostoma_ceylanicum	1.03678175233951
Undetermined_As:17328	7.66837226505725	8.47729843079628	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	343	LTR/Gypsy	11.9	22.356770452062	24.7151557749163	non-autonomous	ancylostoma_ceylanicum	-0.889658555944279
int_As:17332	26.7970308693619	17.441259595923	int	rnd-5_family-1396	N0.HOG0000032_OG0000021_n0	C	As	2341	LTR/Pao	30.2	11.4468307857163	7.45034583337164	non-autonomous	ancylostoma_ceylanicum	-2.61967525559905
Undetermined_As:17336	4.7921031849368	14.1784925990196	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	66	LTR/Gypsy	6.3	72.6076240141939	214.82564543969	non-autonomous	ancylostoma_ceylanicum	2.23003976894872
Undetermined_As:17362	1.19756861729713	3.08207507619178	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	69	LTR/Gypsy	5.8	17.3560669173497	44.6677547274171	non-autonomous	ancylostoma_ceylanicum	-0.035820817631822
Undetermined_As:17364	87.589024118855	182.904070177119	Undetermined	rnd-5_family-2895	no_RT	Other	As	462	LTR/Gypsy	3.5	189.586632291894	395.896255794629	non-autonomous	ancylostoma_ceylanicum	3.1119959624888
int_As:17378	9.81221396631661	7.3881580844432	int	rnd-5_family-196-1	no_RT	Other	As	1082	LTR/Gypsy	13.9	9.06858961766785	6.82824222222107	non-autonomous	ancylostoma_ceylanicum	-2.74546841353337
int_As:17384	465.81787278505	423.675514765912	int	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	6194	LTR/Gypsy	17.5	75.2046937011705	68.4009549186166	non-autonomous	ancylostoma_ceylanicum	0.578961910662832
int_As:17385	32.0546865592613	53.1956289579807	int	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	527	LTR/Gypsy	2.2	60.8248321807615	100.940472406035	non-autonomous	ancylostoma_ceylanicum	1.14037828304853
LTR_As:17386	30.194423503855	62.3101338603737	LTR	rnd-5_family-109-1	N0.HOG0000070_OG0000056_n0	C	As	226	LTR/Gypsy	0.9	133.603643822367	275.708556904309	non-autonomous	ancylostoma_ceylanicum	2.59001758300194
int_As:17394	103.647415349111	94.0294250391482	int	rnd-1_family-471	no_RT	Other	As	839	LTR/Gypsy	3.1	123.53684785353	112.073212203991	non-autonomous	ancylostoma_ceylanicum	1.2913150250526
Undetermined_As:17412	5.73673839315703	14.0258237699894	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	285	LTR/Gypsy	14.8	20.1289066426562	49.2134167368049	non-autonomous	ancylostoma_ceylanicum	0.103997126361032
Undetermined_As:17428	2.39652803057171	2.31096099071902	Undetermined	rnd-5_family-206-1	N0.HOG0000003_OG0000003_n0	C	As	271	LTR/Gypsy	29.1	8.84327686557828	8.52753133106649	non-autonomous	ancylostoma_ceylanicum	-2.42485449990483
Undetermined_As:17431	1.19756861729713	1.23209636220667	Undetermined	rnd-5_family-206-1	N0.HOG0000003_OG0000003_n0	C	As	100	LTR/Gypsy	22	11.9756861729713	12.3209636220667	non-autonomous	ancylostoma_ceylanicum	-1.8939394619163
Undetermined_As:17432	37.5981587053315	43.120447027552	Undetermined	rnd-5_family-206-1	N0.HOG0000003_OG0000003_n0	C	As	805	LTR/Gypsy	30.6	46.705787211592	53.5657727050335	non-autonomous	ancylostoma_ceylanicum	0.226256890694038
int_As:17435	12.2028225100589	11.0987873584075	int	rnd-5_family-183-1	no_RT	Other	As	222	LTR/Gypsy	29.5	54.9676689642293	49.9945376504843	non-autonomous	ancylostoma_ceylanicum	0.126715920703869
int_As:17436	35.4214828640904	61.2444912904873	int	rnd-5_family-183-1	no_RT	Other	As	566	LTR/Gypsy	32.9	62.5821252015731	108.205815000861	non-autonomous	ancylostoma_ceylanicum	1.24065157135592
int_As:17438	151.903395782684	150.402137671936	int	rnd-5_family-183-1	no_RT	Other	As	489	LTR/Gypsy	36.6	310.640891171133	307.570833684941	non-autonomous	ancylostoma_ceylanicum	2.74779224136155
Undetermined_As:17440	26.0958590807528	20.3689764782996	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	498	LTR/Gypsy	15	52.4013234553269	40.9015591933727	non-autonomous	ancylostoma_ceylanicum	-0.162898714817403
Undetermined_As:17442	8.85729682177114	11.2515699142612	Undetermined	rnd-5_family-180-1	N0.HOG0000010_OG0000006_n0	HC	As	347	LTR/Pao	15.1	25.5253510713866	32.4252735281304	non-autonomous	ancylostoma_ceylanicum	-0.497935810889473
Undetermined_As:17448	1.4373973760276	4.46644730925812	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1210	LTR/Gypsy	5.1	1.18793171572529	3.69127876798192	non-autonomous	ancylostoma_ceylanicum	-3.63286195532268
Undetermined_As:17454	8.13563776179035	10.629777903541	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1159	LTR/Gypsy	6.3	7.01953214994854	9.17150811349524	non-autonomous	ancylostoma_ceylanicum	-2.31982366802535
Undetermined_As:17490	292.944973068802	407.737396930396	Undetermined	rnd-5_family-111-1	N0.HOG0000047_OG0000033_n0	C	As	874	LTR/Gypsy	14.5	335.177314724029	466.518760789927	non-autonomous	ancylostoma_ceylanicum	3.34880863881922
int_As:17492	86.3024030496243	62.618398889666	int	rnd-5_family-90-1	no_RT	Other	As	1586	LTR/Gypsy	4.1	54.415134331415	39.4819665130303	non-autonomous	ancylostoma_ceylanicum	-0.213860706317844
LTR_As:17495	0.957835399755346	0.307992535611887	LTR	rnd-5_family-90-1	no_RT	Other	As	108	LTR/Gypsy	1.9	8.86884629403098	2.85178273714711	non-autonomous	ancylostoma_ceylanicum	-4.00511857601442
int_As:17496	2.63115074252724	2.16067608684378	int	rnd-5_family-90-1	no_RT	Other	As	230	LTR/Gypsy	2.6	11.4397858370749	9.39424385584253	non-autonomous	ancylostoma_ceylanicum	-2.28520560680093
int_As:17499	5.50785322988	7.3813319968011	int	rnd-5_family-90-1	no_RT	Other	As	256	LTR/Gypsy	16.9	21.5150516792188	28.8333281125043	non-autonomous	ancylostoma_ceylanicum	-0.667317184681971
LTR_As:17500	0.23927832473387	1.23209636220667	LTR	rnd-5_family-90-1	no_RT	Other	As	168	LTR/Gypsy	2.4	1.42427574246351	7.33390691789683	non-autonomous	ancylostoma_ceylanicum	-2.64240069492034
Undetermined_As:17506	3.11213521703971	7.09127021790225	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	173	LTR/Gypsy	26.1	17.989220907744	40.9900012595506	non-autonomous	ancylostoma_ceylanicum	-0.159782521178323
Undetermined_As:17508	11.0130515036149	18.1575529941381	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	75	LTR/Gypsy	5.3	146.840686714866	242.100706588508	non-autonomous	ancylostoma_ceylanicum	2.40248082935819
Undetermined_As:17510	149.050326366113	128.773670857382	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	7540	LTR/Gypsy	0	19.7679477939142	17.0787361879816	non-autonomous	ancylostoma_ceylanicum	-1.42285333478586
Undetermined_As:17512	17.9434988040241	14.6540867241618	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	61	LTR/Gypsy	9.8	294.155718098756	240.230929904292	non-autonomous	ancylostoma_ceylanicum	2.39129545042689
int_As:17519	2338.7656967303	1456.8019090667	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	1658	LTR/Gypsy	0.1	1410.59450948752	878.650126095717	non-autonomous	ancylostoma_ceylanicum	4.26216234546754
LTR_As:17520	10.5208761537538	5.5458995717672	LTR	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	175	LTR/Gypsy	1.1	60.1192923071644	31.6908546958126	non-autonomous	ancylostoma_ceylanicum	-0.530987986050061
Undetermined_As:17528	17.0353307076125	17.7031193440947	Undetermined	rnd-5_family-1224	N0.HOG0000026_OG0000015_n0	C	As	287	LTR/Gypsy	14.7	59.3565529881969	61.683342662351	non-autonomous	ancylostoma_ceylanicum	0.429826392515736
Undetermined_As:17584	8.14269157928514	17.0684116819453	Undetermined	rnd-5_family-192-1	N0.HOG0000027_OG0000016_n0	C	As	113	LTR/Pao	0.9	72.0592175157977	151.047890990667	non-autonomous	ancylostoma_ceylanicum	1.72187957995171
Undetermined_As:17588	5.75401056557286	6.00919228683454	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	925	LTR/Gypsy	8.5	6.22055196278147	6.49642409387518	non-autonomous	ancylostoma_ceylanicum	-2.81733683401681
Undetermined_As:17590	6.45114970341542	4.31668796944562	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	359	LTR/Gypsy	12.1	17.9697763326335	12.0242004719934	non-autonomous	ancylostoma_ceylanicum	-1.92911358776065
Undetermined_As:17598	13.409905762532	10.7905223273025	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	527	LTR/Gypsy	9.1	25.4457414848805	20.4753744351091	non-autonomous	ancylostoma_ceylanicum	-1.1611647206743
Undetermined_As:17600	0.718204339716627	2.77515279913604	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	303	LTR/Gypsy	27.8	2.37031135220009	9.15892012916186	non-autonomous	ancylostoma_ceylanicum	-2.3218051411461
Undetermined_As:17604	2.63115074252724	4.31668796944562	Undetermined	rnd-4_family-1307	no_RT	Other	As	169	LTR/Gypsy	16.7	15.5689393048949	25.5425323635835	non-autonomous	ancylostoma_ceylanicum	-0.842152990219787
LTR_As:17615	7.8997856220351	3.54975038170689	LTR	rnd-5_family-686	N0.HOG0000009_OG0000005_n23	HC	As	229	LTR/Gypsy	7.4	34.4968804455681	15.5010933698991	non-autonomous	ancylostoma_ceylanicum	-1.56268457587337
int_As:17616	40.4790994880242	18.6526973323921	int	rnd-5_family-686	N0.HOG0000009_OG0000005_n23	HC	As	227	LTR/Gypsy	4	178.322024176318	82.170472829921	non-autonomous	ancylostoma_ceylanicum	0.843565512942164
Undetermined_As:17620	106.728673708275	78.3060028387525	Undetermined	rnd-4_family-75	N0.HOG0000003_OG0000003_n0	C	As	2088	LTR/Gypsy	24	51.1152651859555	37.5028749227742	non-autonomous	ancylostoma_ceylanicum	-0.288053360464672
Undetermined_As:17622	18.6428876141692	23.4654481236265	Undetermined	rnd-5_family-119-1	N0.HOG0000003_OG0000003_n0	C	As	660	LTR/Gypsy	33.4	28.2467994154079	35.5537092782219	non-autonomous	ancylostoma_ceylanicum	-0.36505447304608
int_As:17625	528.709340074701	469.550222638694	int	rnd-1_family-215	no_RT	Other	As	2413	LTR/Pao	15.7	219.108719467344	194.591886713093	non-autonomous	ancylostoma_ceylanicum	2.08732509925259
LTR_As:17626	20.5848479485623	14.7949730257197	LTR	rnd-1_family-215	no_RT	Other	As	290	LTR/Pao	13	70.9822343053873	51.0171483645507	non-autonomous	ancylostoma_ceylanicum	0.155927705368956
int_As:17628	7.8997856220351	4.76728617198847	int	rnd-4_family-126	N0.HOG0000003_OG0000003_n0	C	As	130	LTR/Gypsy	15.4	60.7675817079623	36.671432092219	non-autonomous	ancylostoma_ceylanicum	-0.320397948227576
